variant,n_months,mean_ann,vol_ann,sharpe_ann,max_drawdown,skew,excess_kurt
V3_macro_longflat,299,0.0317867558528428,0.04081139474507531,0.7788696282348571,-0.09099171646745885,0.23291761650060125,1.4571103499688483
V2_longflat,299,0.030699933110367894,0.054007259304707254,0.5684408634246712,-0.14460514462101048,0.07122123800698309,3.158707484844863
V5_macro_h3,299,0.009754753504596933,0.022347181518717583,0.43650934219272947,-0.08718071070964795,-0.0668702716516439,4.212806395805416
V0_baseline,299,0.005279599409059073,0.02436407503500977,0.21669607409567546,-0.039993585630293094,-1.1953351999697408,28.087731937778017
V1_macro,299,0.0030135358112563164,0.022046056288386375,0.13669273868468776,-0.053141978051960304,-3.7782236242354053,40.486711925884556
V4_macro_interact,299,0.0034132797413835023,0.029829094428588276,0.11442787006340382,-0.05030337398215412,-3.00407543239665,34.36827108184537
