date,MKT_RF,SMB,HML,RMW,CMA
1990-01-31,0.5819115405885517,0.3985661998728645,0.45556588258224445,0.6602796170673281,0.46226997156993416
1990-02-28,0.6936958046161417,0.48328658980647604,0.47433187661102477,0.5874184173169786,0.47360274004943564
1990-03-31,0.6343772598197144,0.6691859253419873,0.31023869858815467,0.6090127898716732,0.41955874575093316
1990-04-30,0.6392601135185972,0.5204420129816163,0.48124389383504446,0.5723282153015388,0.44968944370035135
1990-05-31,0.5393912065898546,0.5502022887498385,0.5256131465826853,0.6150061223418227,0.4377457984879663
1990-06-30,0.6000225070185433,0.6048019265203739,0.43072757130343575,0.6124935081473875,0.3719207957998825
1990-07-31,0.4836047048238324,0.7087174758618668,0.5158202004128878,0.5505830545935883,0.5348859732168414
1990-08-31,0.48691781562733266,0.7301472186253134,0.42445725164185766,0.6289904310563278,0.5781187488288896
1990-09-30,0.5105604873298747,0.7729239535761403,0.35602000986497434,0.5808482367841844,0.6897272499814795
1990-10-31,0.5595013747041754,0.6927258079207984,0.2899555220802486,0.5739310584675387,0.6014231646016737
1990-11-30,0.5644011817086351,0.6049206479614163,0.5106439150103811,0.6104295410935275,0.6689675325718465
1990-12-31,0.6475758861037325,0.554963355731061,0.39336893022136893,0.4463124678267251,0.602881227513803
1991-01-31,0.724028859953636,0.712511781402467,0.4324551314103488,0.6643297934528153,0.5558332262135183
1991-02-28,0.7006290562947411,0.7209201904937399,0.5883664781681607,0.5604500446911009,0.6616320633076344
1991-03-31,0.6228038836505833,0.8026663361403289,0.5395310935980614,0.6837838977882172,0.5835528457645763
1991-04-30,0.4834584498902849,0.5936511726318076,0.6657711173704511,0.5795108310164592,0.5923516049980592
1991-05-31,0.640082593863245,0.42979979338682095,0.6122036404680398,0.6111317677171854,0.619903606720943
1991-06-30,0.5676665105067311,0.420094771442211,0.6113337037906221,0.6468041271106495,0.5732850533922078
1991-07-31,0.6975782929577212,0.363434805479456,0.48636554845450225,0.6834794100771079,0.5126503670200632
1991-08-31,0.6118183497328302,0.3843318217269454,0.621240101494166,0.6122751880332243,0.4788311245737793
1991-09-30,0.5437765007347787,0.5552685859094962,0.6156801479922459,0.6581043069190894,0.5076580770253081
1991-10-31,0.6388647591668166,0.6182823457045815,0.6701002280197056,0.6023323167483915,0.49241128977556264
1991-11-30,0.5844017659225876,0.567785053918029,0.4496414794134534,0.6036422689347176,0.29591863140252955
1991-12-31,0.4958253594443256,0.43539959805581097,0.21526704622932366,0.4038226811259933,0.5839018301680285
1992-01-31,0.6181838360558034,0.7668487819664037,0.720417410435719,0.4587318107873108,0.7236979204885919
1992-02-29,0.5261148330739345,0.677043109419088,0.8276704972161052,0.5266860228156699,0.8009343912927372
1992-03-31,0.6291994767755291,0.5470321320213393,0.756259769252833,0.49044397314918603,0.7568479388575265
1992-04-30,0.6137665880927899,0.6900060046074445,0.8394542543360592,0.5098505426678911,0.8298918220658976
1992-05-31,0.6210943773788954,0.5314852108885445,0.7301302845216897,0.52062043202946,0.7588718710510207
1992-06-30,0.4844526419980906,0.5995142048993171,0.6482396951141581,0.5708340810379219,0.5481362482121662
1992-07-31,0.5406088109845133,0.42013660158728744,0.7562458375356012,0.516290501831952,0.5902413899100956
1992-08-31,0.4617248057929643,0.344539464639022,0.5573461917752648,0.593442288573638,0.5187024335544469
1992-09-30,0.5351826079397664,0.3105314120439489,0.5925298869743317,0.5631414282515305,0.5144551131002971
1992-10-31,0.5747454921231564,0.5192101009647866,0.4966129162714202,0.546931965792743,0.4330053101409874
1992-11-30,0.4797023066301338,0.6871095284521586,0.42624323084399623,0.5532415547598221,0.44725394990963413
1992-12-31,0.477109921763349,0.6071104241638856,0.48274626125252196,0.611407660934708,0.41689253676589866
1993-01-31,0.46561612805896785,0.5391684756977898,0.713936319300045,0.6033411183995127,0.6143797453808523
1993-02-28,0.4471138521494959,0.5644897520050466,0.7941755655339312,0.5875667602313335,0.7758753919169609
1993-03-31,0.5820738097369716,0.3785240490233459,0.6870071684515761,0.5615335126116918,0.6587397341542243
1993-04-30,0.4778141632813841,0.35679892334182234,0.6391265334882261,0.402420625002276,0.6309550630891179
1993-05-31,0.45341861764367614,0.5785646157090936,0.7200483521058935,0.40266037926389936,0.5814637152036971
1993-06-30,0.4558670386138863,0.46125473555005625,0.7797811118939154,0.42857467329143506,0.6458629846947567
1993-07-31,0.4583007778513164,0.37365256504036065,0.7664811995883402,0.4658022540178885,0.6638141816670681
1993-08-31,0.4696961934059247,0.33475154213659514,0.6445272987017566,0.5134092038248824,0.5758103002907619
1993-09-30,0.5251832367850646,0.6494685491350961,0.4710177128976576,0.44819591791438373,0.4771100089585855
1993-10-31,0.6023712824316687,0.6675301448651072,0.5203819334634745,0.6034690258920464,0.39465657649721014
1993-11-30,0.4570033631110411,0.4899182883207957,0.4165877963560134,0.5101933635382269,0.35573438149784087
1993-12-31,0.6245708710716813,0.48807690366177714,0.44505827822964733,0.5315257208644646,0.2638001520190369
1994-01-31,0.6074000725623069,0.5297539063323442,0.3516994059652739,0.5238818510486465,0.29734746732616635
1994-02-28,0.6463533934331323,0.5748394462196882,0.30128581921956166,0.4743675618072367,0.30616553221591175
1994-03-31,0.610838725880353,0.5046759372086945,0.4548519599322269,0.5690367395071284,0.4376527577168467
1994-04-30,0.6477329816161917,0.43229830796762886,0.37196656827864155,0.5944017912522866,0.4279513668415289
1994-05-31,0.651189010771266,0.3675170304081883,0.37071795007012726,0.6515129822091384,0.3674199608715551
1994-06-30,0.5949575588382633,0.27964199953383007,0.33545880093832126,0.5682267074061882,0.4469999542959015
1994-07-31,0.7030859245155973,0.3191214938281916,0.3964792303124766,0.6634423315072814,0.3735106775882668
1994-08-31,0.6567548056141865,0.4769192450391599,0.31883206661266694,0.5738706425377438,0.45080376029865005
1994-09-30,0.4704946715735912,0.5996800804421795,0.35918537084572183,0.540349069621596,0.38745982411506735
1994-10-31,0.5852424616719079,0.559169146733434,0.45562892451811066,0.535391776453391,0.4718057065128214
1994-11-30,0.5837812785928217,0.4235059301398311,0.47893939765119115,0.5559008613762104,0.4162944991595697
1994-12-31,0.6465795219230623,0.4567103916207986,0.38247598964779383,0.5648811150525775,0.38470017966191444
1995-01-31,0.6446433510086352,0.4781583308774689,0.46927449972155205,0.5763173457692321,0.4327327332952177
1995-02-28,0.5813961147139123,0.4595379112504084,0.33821827040516134,0.6003200999603889,0.29934810194703715
1995-03-31,0.5734887898499447,0.42748893302611995,0.2767247400187712,0.6268175165185242,0.3505779605213076
1995-04-30,0.6032218221886845,0.4715682800774288,0.32201039297295014,0.5448050700949002,0.3591112336876588
1995-05-31,0.6342517339486548,0.3376748700075545,0.4518798286249666,0.5234583566223893,0.2598679428053145
1995-06-30,0.559892020352231,0.46322857415521757,0.46269776586520966,0.5826108358773628,0.3858507872173671
1995-07-31,0.5319793440347157,0.5337383751248136,0.5229626625148819,0.5285244419312902,0.43507470301803863
1995-08-31,0.5505626065459229,0.4220591459157765,0.5366578850917049,0.6002187973017209,0.44581037897596026
1995-09-30,0.5725927777016395,0.37379706335880064,0.4901632929123901,0.5343779071504474,0.3457324503473889
1995-10-31,0.5134574123150879,0.4976504668982689,0.413581830039707,0.5783743099902922,0.2759489079038291
1995-11-30,0.6743013970600376,0.3894805199251142,0.4155989484499673,0.5458258491138667,0.39027402032870756
1995-12-31,0.5788251928469037,0.3853600927255165,0.34554301702990964,0.5738173938307523,0.49053484746557796
1996-01-31,0.632036929423626,0.3862524610365521,0.46313887909273294,0.5943643134584174,0.7498820110901958
1996-02-29,0.6452458459033305,0.37728110763312644,0.4631343621872858,0.6663165067773401,0.6791340286463087
1996-03-31,0.6394731275812865,0.3963295871620492,0.33669223632145334,0.6921171461916948,0.6340089086241771
1996-04-30,0.6846682303559305,0.6341348233224051,0.4194569046753806,0.5764620997381847,0.5121839841385432
1996-05-31,0.6012167469037702,0.7494334054008281,0.468264271043666,0.5697348983914723,0.5448832543831784
1996-06-30,0.5758802053007467,0.7175287597358245,0.47842662307738665,0.4522313212967996,0.5086901481263212
1996-07-31,0.4850553020063533,0.6076774212492523,0.7635357769495039,0.5237520478811634,0.6690712279390459
1996-08-31,0.48553687044747723,0.5115403326289482,0.7294017727243333,0.5751571523669439,0.7388420828585677
1996-09-30,0.47556670889000685,0.6019128208510431,0.6619035793384599,0.44762042602067037,0.757187601534061
1996-10-31,0.5089520792984709,0.5786454797868378,0.7449879629619964,0.46123146095265866,0.7497574210038597
1996-11-30,0.5032584135707056,0.4932375847406465,0.7643366308354285,0.4581810929262748,0.7678208387062982
1996-12-31,0.5618074861095276,0.7065017391129031,0.6778584032939854,0.4979908598128963,0.661120656235198
1997-01-31,0.5784826336988798,0.49911824747784833,0.5414225149168655,0.7038031012132427,0.6094556696236452
1997-02-28,0.621779302056513,0.5791079281837562,0.626690172507017,0.6118728812062414,0.7086320431230969
1997-03-31,0.547153168190388,0.43425389699769906,0.7037582867448576,0.6567639959587109,0.6900786947107834
1997-04-30,0.5785883482882256,0.6081350699887839,0.6970399143708331,0.666958661255978,0.6205260112708972
1997-05-31,0.5909678438307308,0.7930329045169078,0.5997419352662846,0.5562638349307097,0.5956424244730907
1997-06-30,0.4797989819706759,0.6087528503783537,0.7265085486641224,0.6387952617726872,0.7468818878952965
1997-07-31,0.4690973894219595,0.5529404863116004,0.5069514939059926,0.6069462420412358,0.6212089970314341
1997-08-31,0.4652118341939763,0.6169837997732116,0.6081226785408124,0.572854929890398,0.6602482237708585
1997-09-30,0.31947623206709447,0.7298914815386496,0.5790513866974716,0.591103075421304,0.6516847336279635
1997-10-31,0.4689916228156375,0.618501419811316,0.41204143033521906,0.5784557146941327,0.6504155437127342
1997-11-30,0.5408597810771992,0.6624755954592285,0.5396843596651814,0.5909243578589775,0.6536853893864875
1997-12-31,0.6607988232908336,0.6021487355546329,0.5319488111247691,0.5635152275827694,0.5598176586686353
