permno,mcap,mom_12_1,z_mom,z_growth,z_value,combo,weight,asof
75825,62749.522110000005,0.10290642547874507,0.3822407905371584,1.188286355081045,0.7228878843065258,0.7644716766415764,0.019055997863027897,2023-05-31
41080,28936.68842,0.2761485833341699,1.1616756898991423,0.7423717702122423,0.38737014594456703,0.7638058686853172,0.019044542393971898,2023-05-31
13356,42036.34782,0.18699346812260442,0.7605573413818929,0.03974503305977034,1.4508232982399718,0.7503752242272116,0.01881346325088628,2023-05-31
57904,38797.415669999995,0.2502945685583533,1.0453557268234752,0.3361822860552677,0.7600339301730895,0.7138573143506108,0.018185159274268843,2023-05-31
77702,111934.496,0.56587815460699,2.46519985527971,0.2072952426453552,-0.7256638409402237,0.6489437523282805,0.017068297731731148,2023-05-31
14714,51279.794219999996,0.3858274429227524,1.6551325478823218,0.8855067558850027,-0.6047671614256704,0.6452907141138847,0.0170054458750779,2023-05-31
84262,15534.224600000001,0.2331910474991301,0.9684051659406194,-0.24763850278718552,1.1154240286849935,0.6120635639461425,0.016433760621113402,2023-05-31
78975,117378.7472,0.06753134608812172,0.22308454481686021,1.7382835711108378,-0.1688439322738512,0.5975080612179489,0.016183327880666502,2023-05-31
52695,32559.38734334,0.40790181349197274,1.7544474895575337,0.35332089500721553,-0.3256440390757012,0.5940414484963493,0.016123683542703743,2023-05-31
38093,42919.90118,0.24934456851685116,1.0410815755665968,1.0002927566345727,-0.27486815992582664,0.5888353907584476,0.016034111417949703,2023-05-31
79103,54992.609489999995,0.5123391218988549,2.2243220511275115,0.17239650432207104,-0.6471004132625751,0.5832060473956692,0.0159372565094259,2023-05-31
20057,10971.1245,-0.054820552180165794,-0.32738966246630724,-0.41771877159903803,2.47765973073346,0.5775170988893715,0.015839376072638665,2023-05-31
24053,13287.04585,-0.05034566790906214,-0.30725668204929507,1.6267826830489134,0.40558912148025916,0.5750383741599592,0.01579672870838117,2023-05-31
79545,10389.75509,0.32798701285695,1.3949022993938713,-0.2027839263413672,0.5185228167248316,0.5702137299257787,0.01571371894225974,2023-05-31
79637,8314.80877,0.23525930121447325,0.9777104594467119,0.0479065119229823,0.6746654987734358,0.5667608233810433,0.015654310424075744,2023-05-31
19350,102521.48852322,0.01430822340361737,-0.01637194652947031,1.2672674485579027,0.41449738958888654,0.5551309638724397,0.015454214443734878,2023-05-31
89006,99973.62872999998,0.21858723459921992,0.9027010580095585,0.7944718421099348,-0.05448315263073287,0.5475632491629202,0.01532400914825207,2023-05-31
15272,16048.74578655,0.14064921680446085,0.5520496241534528,1.651790124462256,-0.5667906242562317,0.545683041453159,0.015291659487910019,2023-05-31
76841,42902.976220000004,0.4665950748340224,2.0185147166902313,-0.11715099215872891,-0.2957715669378844,0.5351973858645394,0.015111249953902377,2023-05-31
91068,57290.3588241,0.42044827780520855,1.8108953673165757,0.545831410402278,-0.7528752770934272,0.5346171668751422,0.015101267074280321,2023-05-31
75607,11239.12334,-0.27790348707573176,-1.3310635202741032,1.915452077488644,0.9772131734531314,0.5205339102225573,0.014858959500039529,2023-05-31
84381,32004.17614875,0.14249596904758266,0.5603583589705601,1.4981183155222333,-0.5170211557252928,0.5138185062558335,0.014743418522170235,2023-05-31
22623,27257.01222,0.3193198687269072,1.355907895858484,0.5920378649642267,-0.4093193554409036,0.5128754684606024,0.014727193212483936,2023-05-31
85792,25780.35408,0.4657983570793276,2.014930198749346,0.0933648622517359,-0.5845326180346748,0.5079208143221358,0.014641946578476624,2023-05-31
83443,441926.111,0.039781907066493094,0.14356525495440656,2.5619044100904644,2.6756744094374976,1.7937146914941229,0.0378278240007021,2023-06-30
70519,89628.46208,-0.08177955295875228,-0.4220060381017357,1.3592180542349115,3.1365631208925246,1.3579250456752334,0.030075662412809807,2023-06-30
86868,107227.78124448,0.07365107035380913,0.3011433761052946,1.4932198749184342,2.2547845889096965,1.3497159466444753,0.029929632641822784,2023-06-30
89393,195201.81759853,0.6709960884498906,3.0803235061817515,1.3550255118222878,-0.6160563708697192,1.2730975490447733,0.028566685622551213,2023-06-30
90505,44327.718,0.6709960884498906,3.0803235061817515,1.296957030033422,-0.622801750058645,1.2514929287188428,0.028182366010053393,2023-06-30
89533,12033.52023,0.6709960884498906,3.0803235061817515,1.0586412945454058,-0.6733017762752844,1.1552210081506242,0.026469806999572167,2023-06-30
52708,31800.29463,0.4284219211372775,1.951734021977466,0.374957736929642,1.1059911747393338,1.144227644548814,0.02627424858772522,2023-06-30
23712,31240.19865,-0.04418970832197111,-0.2471172449547244,2.3575933191544998,1.2650690569041039,1.1251817103679598,0.025935444853449015,2023-06-30
12872,49471.3978,0.22022889519518762,0.9831046647544996,0.19145698183552157,2.031479584649362,1.0686804104131278,0.024930356248480504,2023-06-30
13688,34487.043840000006,0.4024593191405681,1.830941606524974,0.42071609565567425,0.8995923843107921,1.0504166954971468,0.024605467232455734,2023-06-30
16431,16748.6748,0.6688864874715761,3.070508473087463,0.5119564836493572,-0.4658817777581669,1.0388610596595511,0.024399906689374105,2023-06-30
14714,49960.34298,0.5658978682863396,2.5913483304685423,0.889506445091618,-0.5665598858389732,0.9714316299070624,0.023200420101668524,2023-06-30
89031,14587.75656,0.6709960884498906,3.0803235061817515,0.49078257689284965,-0.8147236896109741,0.9187941311545424,0.022264063765929425,2023-06-30
77661,41504.929990000004,0.4740522332202237,2.164031526482164,0.08732618706939516,0.42456565331743407,0.8919744556229978,0.02178697473811489,2023-06-30
