,n_months,mean_ann,vol_ann,sharpe_ann,skew,excess_kurt,max_drawdown
Static UMD,793,0.07471324085750314,0.14217290740820426,0.5255096925252281,-1.3193356817583477,10.0409161981655,-0.578176699381353
DM OOS,793,0.10477377810200877,0.14191382329081542,0.7382915608390185,-0.33925035289982775,4.41356827974845,-0.3394213808812805
A (Ridge),793,0.09721489075604912,0.14038047127635328,0.6925100754553793,-0.14739653774054934,7.189104176959052,-0.31673245934049
B (Shield),793,0.051359394703656996,0.08194183184448608,0.6267786983470153,0.4313486364915645,7.133140796952768,-0.23522993884606758
C (HMM),793,0.07735091839110743,0.10706639635975572,0.7224574751838964,-0.40210445463043243,5.775072519423315,-0.3063331484276556
Inertia,793,0.0851843379854931,0.10699030596136871,0.7961874416571053,-0.3702114788700268,2.952751686495899,-0.21999494587874036
