,n_months,mean_ann,vol_ann,sharpe_ann,skew,excess_kurt,max_drawdown
Static UMD (2000+),793,0.07471324085750314,0.14217290740820426,0.5255096925252281,-1.3193356817583477,10.0409161981655,-0.578176699381353
DM OOS gross,793,0.10925157501156921,0.14217290740820426,0.7684415899147935,-0.3342954048396659,4.384753202429145,-0.3305646285400441
DM OOS net,793,0.10477377810200877,0.14191382329081542,0.7382915608390185,-0.33925035289982775,4.41356827974845,-0.3394213808812805
