,n_months,mean_ann,vol_ann,sharpe_ann,skew,excess_kurt,max_drawdown
Static UMD,313,0.021592332268370595,0.17501601903300654,0.12337346254172576,-1.472499516192553,9.447144227963303,-0.578176699381353
DM OOS (net),313,0.06266169928900031,0.16954264484866358,0.3695925549877621,-0.2025323101139155,4.987575665277031,-0.27407829040035436
Approach A (Ridge),313,0.04959661771640374,0.16840602723809756,0.29450619155264873,0.00985215233388375,8.996128957247059,-0.4374572565919824
